"A"	"B"	"C"	"D"	"E"	"F"	"G"	"H"	"I"	"J"	"K"	"L"	"M"	"N"	"O"	"P"	"Q"	"R"	"S"	"T"
"31401_r_at"	6.24542821975447	7.21763484676495	5.47382930311531	8.87576488455888	7.85504476688057	6.07121501129768	7.97314455984903	5.1330086409391	4.97185176216608	6.08643935931268	7.0658974431534	5.52838556453406	6.53089186313239	5.69223476236837	6.66926503704063	5.1974164897968	5.54744427487738	6.10690695698183	6.4825364833938	5.63593815459298
"31402_at"	5.07238196737366	5.9554214442632	4.38723674245505	7.53987516678634	5.97917600240822	4.78076472302029	6.92811827234464	3.75146139815268	3.99054740307072	5.05557724032184	6.34928769431866	4.28393690873888	5.60143231175653	4.13471306247485	5.18095060008091	4.19818271500698	4.52496080081854	4.68591730536157	5.3757560527646	4.07607818579933
"31403_at"	6.39877402598609	6.66861723916204	6.08401615505131	7.99566579207465	6.90677190004434	5.94233366028208	7.48834639127061	4.60271768192795	5.14925017118924	6.45961000426778	7.91941022006668	5.24125773344456	6.9219389577191	4.90820736147545	6.74394794773523	5.22127208952513	5.72168031448045	5.9763639551202	6.88440184004317	5.12874007082587
"31404_at"	7.12201405779849	8.05382655867905	6.90074300548968	9.12446294730667	7.47837888224379	7.09595167064069	8.32319660447442	6.1579640644576	6.48864622324169	7.28685933830025	7.89102393206007	6.84238978147286	7.18823534059321	6.35034418812478	7.47805239004934	6.5265083490285	6.87650181080971	7.07202278720249	7.20295103978588	6.80075738708392
"31405_at"	7.61231255459532	8.29076584418507	7.10456625256501	9.52281712894929	8.43515952153613	7.29895961989321	8.93902226557846	6.17734782872298	6.6462965106055	7.58548818417923	8.57294869467025	7.02248805604446	8.05170003612453	6.97660144078816	7.99038748711008	6.9563147960532	7.33800096370813	7.40180438577995	7.93029943323809	6.96652617774262
"31406_at"	4.18319451189277	4.00768568212425	5.29853794335965	3.6208268477922	5.08671370368831	5.99192538845559	3.15025086618419	4.11507484619153	5.41910177539948	5.8331370398067	6.97770535551814	5.58023236292382	6.38819125170571	4.23251010038084	4.29860271360103	6.33220462155116	6.2426921078853	4.28545197367703	6.75088687177256	5.3765284141614
"31407_at"	3.78043509788631	3.75431439532778	4.61368887205487	3.55348765215286	4.22022973262337	5.2610506823199	3.59488832668136	3.58200506658659	4.70492076469472	4.40716470732077	6.0987386242779	4.39139800364605	5.4165729749564	3.93971621043437	3.73338953801059	5.11559820031991	5.12584541649448	4.03132918072281	5.21278662050311	4.49857512469368
"31408_at"	5.76858431219734	4.87498194584144	5.0486475018315	4.9701006216011	5.78481403836155	6.94635743444941	5.73448865182289	5.72480840801844	5.56223566885499	5.23778918128734	6.51245000021653	4.8777013134982	6.1467352616664	5.48063624307565	5.2223900523571	5.09116024318851	5.77516276443669	4.12489925507486	5.49394752606101	4.99588937954712
"31409_at"	5.08777245370092	5.39783876207608	4.5903729840837	6.55033112751164	5.27721726408031	5.43468407017731	6.59796975447155	5.43590610848433	4.90746328451484	4.50572855923058	4.86485719821	5.64858765155725	5.25506909419531	5.4674182817169	6.41522095671653	4.96442796036754	3.99696714936333	5.0249895718618	4.72976900462504	6.20745674143209
"31410_at"	7.62147994967649	8.10277792659976	8.42974151447905	7.45479289123144	8.25448400471726	6.63711008816056	8.12987035944667	6.5196200659294	8.25777322506721	7.9067954638303	8.02001716806616	7.85783299437529	8.09677784566473	6.43139349321232	8.75605688440309	8.3715446030506	7.35340009444328	7.07101314261404	8.30272306229736	7.58917992657992
"31411_at"	8.22128386333954	8.24124104654766	8.68150514435	7.57471545487182	8.21331386904722	8.2076200527184	8.08571734290087	8.40911323683047	8.07623024583484	8.84159157996726	8.16503619059554	8.71397006772646	8.93409209303247	8.29494564668873	8.29918798060157	8.51553703271971	8.41376864211835	8.28169212636616	8.52361800814753	8.39514533450416
"31412_at"	7.70275271349618	6.54664021060774	7.18631570116007	6.96159917511339	8.17692444871468	7.92090416208209	7.64292985225229	7.86961476514973	8.59458446600681	8.45291086694248	8.91241694207187	9.21832888362963	7.78209576635943	8.34026814660239	7.74142242108478	7.35697971578349	7.2591137401756	6.89177048764709	8.25357290441207	7.57243195554368
"31413_at"	4.25846778849583	4.08701114287264	4.08872897981036	4.09721964376836	3.84563198626795	4.40831461873421	3.51725450679581	3.86852138804145	4.93079872046675	3.88522359378096	3.91456755265222	3.55540019797953	3.69608738341873	3.95135804734373	3.71892369854621	3.67679739295765	4.08337608082158	3.77117714117795	4.36231853024456	4.00806290217658
"31414_at"	4.26891163917195	3.55105561706409	3.7078267551076	3.73839747989473	4.64246987467931	3.3422140444077	3.55991262525189	3.40544018937737	4.10028457403103	3.67880121626476	4.02548627722845	4.14023715370532	4.85811709669616	3.86694348949494	3.8720673466889	3.62868277985323	4.24831639514665	4.09191915993655	4.07388861828877	4.11428500605748
"31415_at"	7.12010659834179	6.42939607011604	5.87211267210947	5.86248466069612	7.63588193787723	6.63715161902977	8.31014422055295	7.37178753994918	6.36816139214021	7.07943302061954	6.77181121509024	7.3987071659368	7.00550703486984	6.14982829650009	8.71230349951952	5.35266909653005	5.27657022738781	5.57641706445366	6.3911576909283	6.41739610802147
"31416_at"	7.71793332918219	9.73873238245149	8.49285149734692	9.14549279774766	8.06024830723316	9.53064455519707	8.88771530942975	7.89230463185376	8.18883773342399	7.77330110451206	7.90787146457538	7.61286329045057	7.91926573214391	8.06593581379524	9.2841636727076	8.73876320068285	8.32298672831422	7.18705032301467	7.87237725986638	7.76944558656406
"31417_at"	9.22280342644046	7.3335289694356	9.02300074263511	7.81771552182683	9.778947855214	9.07356574874221	7.29440658281603	9.4153984220366	8.88679675482203	9.65776331254556	9.63647537581477	9.01566249369161	9.03531655676748	8.6681987010253	7.98983722176868	8.71161501727853	9.04118238479246	8.46443268312817	9.67257328189319	9.09639837633046
"31418_at"	6.25964425714806	6.22842596511848	5.96189815145496	6.27349019472895	6.75004115672793	6.75910265271692	6.94877379046762	5.98500526108199	6.07812312060472	6.23772262004354	6.26429709139634	6.11011236812765	6.83147966781448	5.9409644224781	7.05147289010573	6.01279913866128	6.11286833519411	6.03922097999338	6.14982161011725	6.35938452251042
"31419_r_at"	7.12792558697134	6.07567911362698	5.72952140092237	6.09334204463537	7.87399734022722	7.13687270711648	7.49804265940452	6.24991422897688	6.15619167234103	7.04754242059789	6.82384916980242	7.12937383930303	7.8683219250471	6.07291593290292	7.78795062331133	5.8918233933319	6.49773403028645	5.88530949427379	6.65788507471777	6.56676561766308
"31420_at"	10.3153415572077	7.75552393244895	9.96045561083535	9.17013628259573	10.2530952437464	10.0586912909399	9.04388173134603	9.459055201531	9.14806251765418	9.85703119000054	10.1953631228494	9.30252709368115	7.76866939296279	8.56548599193915	10.6946157114473	8.85032975189222	9.78180048699011	9.09091524006983	9.688923605031	9.41035933415195
"31421_at"	10.9523891387076	9.66481782632926	9.63575619328398	11.4211924717715	10.8976797417564	11.2050432927319	11.59394335087	10.3459033928676	11.0046798200639	10.2281417285417	10.836298664496	10.4616018831742	12.1829862059271	10.3048386176059	11.3848173738833	9.3838989527709	9.36959630587025	9.1859062544327	10.0538848039773	10.4849908624479
"31422_at"	8.26218800670599	6.65998019813198	6.86841206232538	6.43892998247074	8.15369726169312	7.15653132405723	7.0767983867519	6.48817336468385	7.2171308020839	7.45048983982021	7.1861131224427	6.16312689993018	9.30771249606416	6.37486845936495	6.82775352110906	6.59746117579927	7.44933411334144	6.80929171521045	9.40558921852779	7.86202845433824
"31423_at"	5.64494418252778	6.23414078092751	5.37808718761232	6.40396599729411	6.75686926001266	6.20380574555373	7.28333600441784	7.22986104967698	5.65394734563258	7.23431559556099	5.26872247031943	6.13829605189211	5.76435757027472	5.97834276107835	7.04944329285518	5.70970147879082	5.24601149053697	5.81090187036514	6.05094124898445	5.57770276062689
"31424_at"	7.47191689963619	7.26858894299426	7.43203131325251	6.52936287287671	6.43657883510783	6.5776456743891	6.16134695805507	6.34240674449695	8.10950808047332	7.89342347219868	7.12130187743724	6.53572501572297	8.37772826015059	7.04444538545896	6.84258060187387	8.01884406262133	9.1948070356367	7.363971852171	8.18390534524279	7.03536407121172
"31425_g_at"	6.29644262289614	5.45502180406953	6.96052131298802	5.00997697581518	7.38566219118234	6.41846106365769	5.60711664042003	5.8941856777202	5.78200723503459	7.09713473734645	6.86387816548478	5.84309874722838	7.58710251744999	6.22237163768999	5.4033873151642	7.29301415923133	7.61929045436527	6.90629748734362	6.41775958394166	5.74097821754066
"31426_at"	7.46409689377996	6.98674243314084	7.95371008243764	7.21344536656458	7.7718045543669	6.98496781039739	6.73188745574758	7.39962281904675	7.49652249943614	7.40601835371053	7.51261669332832	7.39055725575861	7.84930628741522	7.74885608364549	7.11697359746243	8.25122271894588	8.36474007621814	7.75475355501314	7.43504816417773	7.33863826999719
"31427_at"	6.88920832940038	7.21318603813657	7.0965760285149	7.38600543907663	7.03632836536518	7.33868681385762	7.67101113911897	7.4803860811877	5.83019497942409	6.78634108500193	7.11816888558724	7.64495782899473	6.98556751484477	7.22147653041032	7.52184995490163	6.97827179807194	6.87680353293782	7.52972615323572	7.30061111302833	6.91219311607294
"31428_at"	4.67644671473202	6.12411011515956	4.9166648110352	7.00748907169448	6.58021741930601	5.36472483813986	5.688077337675	5.26099386309535	4.49078643486918	6.39780889347642	5.40041361145656	5.07497757702877	4.44917328465237	4.70837842039518	5.35031350474406	5.24700621208347	4.69344013838247	5.63363343309337	4.93216654493421	4.97137643288536
"31429_at"	5.55533722149545	4.95041445174835	5.17365239590902	4.95514658153841	5.51867492014954	5.55763677655823	4.76186862437284	5.24181319714209	5.28253369342163	5.52107060987821	5.26001577840933	5.23635386377595	5.99146717822803	4.98350022136708	5.53395329905026	5.36603051335735	6.00791478714936	4.92194012618986	5.57087776346139	5.2985648794883
"31430_at"	4.78135489573343	3.55938419865139	4.10465802357806	3.62869558743867	4.00336206417341	6.41748116074184	3.98115305214657	3.50536801645241	4.73393872317958	3.39379651170862	3.33305782052926	3.22684413613103	4.00790576909509	3.79295909567311	3.58384024073995	3.60093064750791	5.33836014887222	3.61002694137934	3.87524512735893	3.99096960105143
"31431_at"	6.12843120855254	8.03621187222449	5.68651969454346	7.36777721743548	5.89126737483148	6.52150726336955	8.22080949920345	5.52975416584754	6.18221333606152	6.02820274608384	5.77554759513538	5.72333728636272	6.17213055735126	5.86877182909897	8.26312341537426	5.94755114410113	5.63864752744016	5.87656426727365	6.3583575888463	5.98475791283788
"31432_g_at"	5.87568582726495	6.09449622115363	5.68438886604864	6.99992048500507	6.03310837523622	6.01145657791722	7.12172026208493	6.51678611851833	5.34637738828866	5.39413404914679	5.52668805331891	5.64704085630851	6.24619140670523	6.21713912834349	6.96497530388531	5.75006495048909	4.84635524773649	6.16673436703979	5.64437271650399	6.96293771940511
"31433_at"	7.13074023436655	7.03661834477547	7.63592327485253	6.75849330191426	7.2337276402085	7.80986161798145	6.73020159947356	6.96483008353519	6.86837975683887	7.41417820767073	7.58293194724563	6.63309842276215	7.10468266479707	7.00567607995028	6.8551594174946	7.25628243469053	7.72248477053588	6.59252913453841	7.65709385312287	6.43029684076507
"31434_at"	4.24014363314713	4.89894679666922	3.89060855344285	4.59783920101886	4.52656676162594	4.87520330654445	4.93666756000669	4.09903601609153	3.67459056534905	4.28894641694355	4.65592373511638	4.03919907352758	4.28994758046216	4.31787777611584	4.44900928719287	4.37699638385819	4.0667767006291	4.02321679223322	4.17785748391695	4.3005498161645
"31435_at"	6.1486588130823	5.82838855996691	5.56674012933856	5.09162361853509	6.80986310891704	5.95236831807107	5.73893549282948	6.00369015283343	5.73023741737987	6.13800506120383	6.67907397963396	4.93991511675235	6.38804663566082	5.49885599962351	5.4123120920505	6.15001436183495	6.05572021048518	5.45666040677103	6.11295806668071	5.69211667809591
"31436_s_at"	5.11437822283935	6.43971024506088	5.0142817781966	5.73057943167847	4.91037621792956	5.94390776063008	5.97157201353904	5.24032139497663	5.01145935510092	5.21562206365429	5.21908221271838	5.57026184220831	4.90700063646189	5.41897369110933	5.08811701685144	4.88242932178757	5.1471113262284	4.95999629259574	4.75030263957773	4.62546241238512
"31437_r_at"	6.83646984939735	6.42951548408109	5.82253468492171	7.33257720307904	6.11594419649253	6.91936688018708	6.61279549647759	5.96690163371803	6.3791831575721	6.15420347652046	6.36471422766853	5.86276225688091	5.73128781840092	6.03382839617106	6.56869337410844	6.01830574026004	5.58198113801271	5.96792670651452	6.48106888040379	6.59851175465852
"31438_s_at"	6.47371420355133	5.17834912266679	5.22357629539706	6.50700210052582	5.05741363792553	5.99447118603056	5.21233457400684	4.8988926213298	6.68255851683819	5.89991562596396	5.56920491508029	5.47375230280316	5.01276084353371	5.04135897755227	5.36318595679816	5.50597042143936	5.03134800105068	4.73932747946791	5.79872211894911	5.91125574399255
"31439_f_at"	7.23121259655626	8.1867973938683	6.88561480105	8.64598825519705	7.22401341980895	7.45208339335894	8.7808336826902	7.07055526430833	7.89578594577449	6.62912867779913	7.10786280784637	7.49956756609028	7.19106192325483	7.065653679857	9.17538064539085	7.00073022664905	6.91020887397156	7.39193530084109	7.24041911779255	6.89114553828624
